审计批次,规则版本,规则指纹,清单指纹,资产编号,候选标的范围,断档状态,预期频率,事件时间字段,断档数,断档范围,原因,解除条件
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000171,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000172,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000173,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000174,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000175,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000176,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000177,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000178,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000179,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000180,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000181,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000182,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000183,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000184,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000185,BTC,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000186,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000187,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000188,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000189,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000190,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000191,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000192,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000193,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000194,未限定,无法判定,未提供正式频率合同,orders.close_time、orders.open_time、research_orders.close_time、research_orders.open_time、simulation_orders.close_time、simulation_orders.open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000195,BTC、ETH,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000196,BTC,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000197,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000198,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000199,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000200,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000201,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000202,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000203,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000204,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000205,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000206,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000207,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000208,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000209,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000210,BTC,无法判定,未提供正式频率合同,open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000211,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000212,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000213,BTC,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000214,BTC,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000215,BTC,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000216,BTC,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000217,BTC、ETH,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000218,BTC,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000219,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000220,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000221,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000222,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000223,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000225,未限定,无法判定,未提供正式频率合同,close_time、open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000226,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000227,未限定,无法判定,未提供正式频率合同,close_time、open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000228,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000229,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000230,未限定,无法判定,未提供正式频率合同,close_time、open_time,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000231,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000232,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000233,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000234,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000235,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000236,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000237,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000238,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
audit-20260728T233014+0800,dq-rules-1.0,0785f82072926b5a6d997122eb58cc200a6fa871125f050c2a4ab94d5d6d9ba5,019010d64fe47d89c81bfaedafd458f1d886025bb34292c0c32eafcfa4392657,DS-000239,未限定,无法判定,未提供正式频率合同,无已证明字段,无法判定,无法判定,事件时间语义、时区或预期频率未形成可验证合同,冻结事件时间字段、时区、边界规则和预期频率后创建新审计批次
